"","country_code","country_name","wb_region","wb_income","isic_section_index","isic_section_name","industry_id","industry_name","growth_rate_2015","growth_rate_2016","growth_rate_2017","growth_rate_2018","growth_rate_2019"
"65","ae","United Arab Emirates","Middle East & North Africa","High income","R","Arts, entertainment and recreation",28,"Entertainment",0.0867069486404834,0.161773341162654,-0.012964348042882,-0.00300676522174891,0.00271470878578483
"66","ae","United Arab Emirates","Middle East & North Africa","High income","R","Arts, entertainment and recreation",33,"Sports",0.0745454545454544,0.0335731414868105,0.0585798816568048,0.0427687113111987,-0.0269556025369979
"67","ae","United Arab Emirates","Middle East & North Africa","High income","R","Arts, entertainment and recreation",37,"Museums & Institutions",0.0595238095238095,0.0710059171597632,0.145251396648044,0.146226415094339,0.109022556390977
"68","ae","United Arab Emirates","Middle East & North Africa","High income","R","Arts, entertainment and recreation",38,"Fine Art",0.0569948186528497,0.0478723404255319,0.0691489361702126,0.0353535353535352,0.00921658986175111
"69","ae","United Arab Emirates","Middle East & North Africa","High income","R","Arts, entertainment and recreation",39,"Performing Arts",0.172661870503597,0.225165562913907,0.0466321243523315,-0.0149253731343284,-0.0103092783505154
"70","ae","United Arab Emirates","Middle East & North Africa","High income","R","Arts, entertainment and recreation",111,"Arts & Crafts",0.00248138957816368,0.0363636363636363,0.0225563909774435,0.0120192307692308,-0.00700934579439249
"71","ae","United Arab Emirates","Middle East & North Africa","High income","R","Arts, entertainment and recreation",115,"Music",0.0997442455242967,0.0628140703517587,0.00715990453460624,0.0190930787589498,0.0545023696682465
"72","ae","United Arab Emirates","Middle East & North Africa","High income","R","Arts, entertainment and recreation",124,"Health, Wellness & Fitness",0.0802856524561783,0.0645368782161235,0.0388685388685388,0.0219864995178398,0.0110387260224393
"73","ae","United Arab Emirates","Middle East & North Africa","High income","R","Arts, entertainment and recreation",127,"Animation",0.0862533692722371,0.0695187165775401,0.0767263427109974,0.0576036866359446,0.024742268041237
"74","af","Afghanistan","South Asia","Low income","B","Mining and quarrying",57,"Oil & Energy",-0.099630996309963,-0.0042918454935622,0.0930232558139534,0.0226244343891401,-0.0130434782608696
"75","af","Afghanistan","South Asia","Low income","C","Manufacturing",15,"Pharmaceuticals",0.0714285714285714,0.06,0.0947368421052632,0.0412371134020619,-0.0188679245283018
"76","af","Afghanistan","South Asia","Low income","C","Manufacturing",23,"Food Production",0.1,-0.0181818181818181,0.08,0.0185185185185186,0
"77","af","Afghanistan","South Asia","Low income","C","Manufacturing",52,"Aviation & Aerospace",0.0365853658536585,0,-0.0568181818181817,0.0326086956521738,0
"78","af","Afghanistan","South Asia","Low income","C","Manufacturing",53,"Automotive",-0.0205278592375366,-0.0118343195266271,0.0148809523809523,0.0147492625368732,0.0231884057971014
"79","af","Afghanistan","South Asia","Low income","C","Manufacturing",55,"Machinery",-0.126984126984126,-0.087719298245614,-0.087719298245614,-0.0357142857142857,-0.103448275862068
"80","af","Afghanistan","South Asia","Low income","C","Manufacturing",112,"Electrical & Electronic Manufacturing",-0.105633802816901,-0.0151515151515151,-0.0857142857142857,-0.0814814814814814,-0.0530303030303029
"81","af","Afghanistan","South Asia","Low income","J","Information and communication",4,"Computer Software",0.00694444444444442,-0.00229357798165141,0.0115740740740741,0.0184331797235022,-0.00892857142857139
"82","af","Afghanistan","South Asia","Low income","J","Information and communication",6,"Internet",0,0.0222222222222221,-0.010752688172043,-0.0211640211640211,-0.00526315789473685
"83","af","Afghanistan","South Asia","Low income","J","Information and communication",8,"Telecommunications",-0.0571131879543094,-0.0466738197424893,-0.0254003313086692,-0.0133704735376044,-0.00995575221238942
"84","af","Afghanistan","South Asia","Low income","J","Information and communication",36,"Broadcast Media",-0.039855072463768,-0.0226415094339622,-0.0193050193050192,0.0077220077220077,-0.00381679389312972
"85","af","Afghanistan","South Asia","Low income","J","Information and communication",96,"Information Technology & Services",-0.0956591639871382,-0.0637945318972659,-0.0670529801324503,-0.0353833192923336,0.00170357751277672
"86","af","Afghanistan","South Asia","Low income","J","Information and communication",103,"Writing & Editing",-0.00267379679144386,0.00269541778975734,-0.0053333333333333,-0.0053333333333333,-0.00267379679144386
"87","af","Afghanistan","South Asia","Low income","J","Information and communication",113,"Online Media",-0.0967741935483871,-0.0833333333333333,-0.086206896551724,-0.0185185185185184,0.018181818181818
"88","af","Afghanistan","South Asia","Low income","J","Information and communication",126,"Media Production",-0.0769230769230768,-0.0792079207920791,-0.0208333333333333,0,0.0208333333333332
"89","af","Afghanistan","South Asia","Low income","K","Financial and insurance activities",41,"Banking",0.00752823086574649,-0.0188916876574307,-0.00128865979381442,-0.0038314176245211,0.00638569604086836
"90","af","Afghanistan","South Asia","Low income","K","Financial and insurance activities",42,"Insurance",-0.024390243902439,0.0266666666666666,0.0375,0.0389610389610388,0.0657894736842106
"91","af","Afghanistan","South Asia","Low income","K","Financial and insurance activities",43,"Financial Services",-0.0711610486891385,-0.0235294117647059,-0.0269230769230769,-0.0559701492537313,-0.0783582089552238
"92","af","Afghanistan","South Asia","Low income","M","Professional scientific and technical activities",10,"Legal Services",-0.0799999999999999,0.0147058823529411,-0.0266666666666666,-0.0657894736842105,-0.054054054054054
"93","af","Afghanistan","South Asia","Low income","M","Professional scientific and technical activities",11,"Management Consulting",-0.0656370656370656,-0.0475247524752475,-0.0443548387096773,0.00420168067226889,0.00201207243460754
"94","af","Afghanistan","South Asia","Low income","M","Professional scientific and technical activities",47,"Accounting",0,0.0166666666666666,-0.0241935483870967,0.0161290322580645,-0.0384615384615384
"95","af","Afghanistan","South Asia","Low income","M","Professional scientific and technical activities",50,"Architecture & Planning",-0.0298507462686566,0.015625,0.0153846153846153,0.0147058823529411,-0.0416666666666666
"96","af","Afghanistan","South Asia","Low income","M","Professional scientific and technical activities",70,"Research",-0.0637450199203187,-0.0622406639004149,-0.0042372881355932,0.00418410041840999,-0.0282258064516128
"97","af","Afghanistan","South Asia","Low income","M","Professional scientific and technical activities",80,"Marketing & Advertising",-0.0108459869848156,0.00444444444444447,-0.00224719101123593,0,-0.0110132158590308
"98","af","Afghanistan","South Asia","Low income","M","Professional scientific and technical activities",86,"Environmental Services",-0.0714285714285714,-0.0825688073394494,-0.0952380952380952,-0.0606060606060605,0
"99","af","Afghanistan","South Asia","Low income","M","Professional scientific and technical activities",99,"Design",-0.106666666666666,-0.0143884892086331,-0.0147058823529411,-0.0150375939849624,0.00757575757575756
"100","af","Afghanistan","South Asia","Low income","M","Professional scientific and technical activities",105,"Professional Training & Coaching",0,0.0224719101123596,0.0804597701149425,0.0804597701149425,0.0106382978723404
"101","af","Afghanistan","South Asia","Low income","M","Professional scientific and technical activities",135,"Mechanical or Industrial Engineering",-0.0318471337579617,0.0569620253164557,0.00584795321637421,0.0294117647058822,-0.0444444444444444
"102","af","Afghanistan","South Asia","Low income","R","Arts, entertainment and recreation",28,"Entertainment",-0.0645161290322581,-0.0333333333333333,-0.05,-0.0491803278688525,-0.032258064516129
"103","af","Afghanistan","South Asia","Low income","R","Arts, entertainment and recreation",33,"Sports",-0.0769230769230768,-0.0491803278688525,0,-0.0161290322580645,-0.0163934426229508
"104","af","Afghanistan","South Asia","Low income","R","Arts, entertainment and recreation",124,"Health, Wellness & Fitness",0.0360360360360361,-0.0267857142857143,0.0092592592592593,0.00917431192660545,0.00909090909090903
"105","al","Albania","Europe & Central Asia","Upper middle income","B","Mining and quarrying",56,"Mining & Metals",-0.075187969924812,-0.0396825396825396,0.0666666666666666,0.00775193798449613,0.00775193798449613
"106","al","Albania","Europe & Central Asia","Upper middle income","B","Mining and quarrying",57,"Oil & Energy",0.0075566750629723,-0.00998751560549315,-0.0145808019441069,-0.0134474327628362,-0.0179211469534049
"107","al","Albania","Europe & Central Asia","Upper middle income","C","Manufacturing",15,"Pharmaceuticals",-0.0614334470989761,-0.0145454545454545,-0.0106007067137808,-0.0142857142857142,0.0178571428571427
"108","al","Albania","Europe & Central Asia","Upper middle income","C","Manufacturing",23,"Food Production",0.135593220338983,0.0307692307692306,0.0476190476190476,0.0161290322580645,0
"109","al","Albania","Europe & Central Asia","Upper middle income","C","Manufacturing",52,"Aviation & Aerospace",-0.0909090909090909,-0.0793650793650794,-0.0666666666666666,0.0909090909090908,0.032258064516129
"110","al","Albania","Europe & Central Asia","Upper middle income","C","Manufacturing",53,"Automotive",0.0471698113207548,0.0382775119617224,0.042654028436019,0.0280373831775699,0.00896860986547087
"111","al","Albania","Europe & Central Asia","Upper middle income","C","Manufacturing",54,"Chemicals",-0.0327868852459016,0.0338983050847456,0.0166666666666666,0.0163934426229508,0.0317460317460318
"112","al","Albania","Europe & Central Asia","Upper middle income","C","Manufacturing",55,"Machinery",-0.0175438596491228,-0.0175438596491228,0.0754716981132075,0.0784313725490195,0.115384615384615
"113","al","Albania","Europe & Central Asia","Upper middle income","C","Manufacturing",112,"Electrical & Electronic Manufacturing",-0.0578034682080924,0.0060606060606061,-0.0467836257309941,-0.0238095238095238,-0.0118343195266271
"114","al","Albania","Europe & Central Asia","Upper middle income","C","Manufacturing",144,"Renewables & Environment",0.0657894736842106,0,0.0114942528735633,-0.0326086956521739,-0.0439560439560439
"115","al","Albania","Europe & Central Asia","Upper middle income","J","Information and communication",4,"Computer Software",-0.103092783505154,-0.0869565217391304,-0.0573333333333333,-0.0172872340425531,-0.0182291666666666
"116","al","Albania","Europe & Central Asia","Upper middle income","J","Information and communication",6,"Internet",-0.0558375634517765,-0.0335051546391752,-0.047979797979798,-0.0399002493765585,-0.0317073170731707
"117","al","Albania","Europe & Central Asia","Upper middle income","J","Information and communication",8,"Telecommunications",-0.116337673246535,-0.105122494432071,-0.112728980742132,-0.0806697108066971,-0.0469583778014941
"118","al","Albania","Europe & Central Asia","Upper middle income","J","Information and communication",36,"Broadcast Media",-0.0605326876513316,-0.0507614213197969,-0.0448548812664907,-0.016,-0.0210526315789473
"119","al","Albania","Europe & Central Asia","Upper middle income","J","Information and communication",82,"Publishing",0,0.0217391304347827,0.0434782608695651,0.0309278350515462,-0.00970873786407766
"120","al","Albania","Europe & Central Asia","Upper middle income","J","Information and communication",96,"Information Technology & Services",-0.0941901408450703,-0.0802524797114517,-0.0300618921308576,-0.0233333333333333,-0.0333598093725179
"121","al","Albania","Europe & Central Asia","Upper middle income","J","Information and communication",113,"Online Media",-0.0689655172413793,-0.0666666666666666,-0.114754098360655,0,-0.05
"122","al","Albania","Europe & Central Asia","Upper middle income","J","Information and communication",126,"Media Production",-0.1484375,-0.1875,-0.12396694214876,-0.109243697478991,-0.0272727272727272
"123","al","Albania","Europe & Central Asia","Upper middle income","K","Financial and insurance activities",41,"Banking",-0.0885129819040125,-0.0855657736905237,-0.0699672667757773,-0.035487959442332,-0.00426985482493591
"124","al","Albania","Europe & Central Asia","Upper middle income","K","Financial and insurance activities",42,"Insurance",-0.0378787878787878,0.0079365079365079,0.0118577075098813,0.0277777777777776,0.0265151515151516
"125","al","Albania","Europe & Central Asia","Upper middle income","K","Financial and insurance activities",43,"Financial Services",-0.0613207547169811,-0.0706260032102729,-0.0694668820678513,-0.0564516129032257,-0.0080256821829856
"126","al","Albania","Europe & Central Asia","Upper middle income","K","Financial and insurance activities",46,"Investment Management",0.0219780219780219,0.053191489361702,0.0471698113207548,0.0173913043478259,-0.0578512396694215
"127","al","Albania","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",9,"Law Practice",-0.0769230769230768,-0.036144578313253,-0.074074074074074,-0.0493827160493827,-0.0253164556962025
"128","al","Albania","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",10,"Legal Services",0.0109090909090909,-0.0144404332129963,0.017921146953405,-0.0168918918918918,-0.00671140939597314
"129","al","Albania","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",11,"Management Consulting",-0.06265664160401,-0.12378640776699,-0.0997506234413965,-0.0602094240837696,-0.00268096514745308
"130","al","Albania","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",47,"Accounting",-0.128571428571428,-0.0812182741116751,-0.0578947368421052,-0.0491803278688525,-0.0338983050847457
"131","al","Albania","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",50,"Architecture & Planning",-0.0518518518518518,-0.0373134328358208,-0.0227272727272727,-0.0303030303030302,-0.0150375939849624
"132","al","Albania","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",70,"Research",-0.142857142857142,-0.134020618556701,-0.174757281553398,-0.147058823529411,-0.0217391304347825
"133","al","Albania","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",80,"Marketing & Advertising",-0.0762564991334489,-0.0347349177330895,0,-0.015817223198594,-0.00342465753424658
"134","al","Albania","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",86,"Environmental Services",0.0289855072463767,0.0298507462686568,0.0144927536231884,-0.0273972602739726,-0.0277777777777777
"135","al","Albania","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",99,"Design",-0.107843137254901,-0.0210526315789473,-0.0729166666666666,0,-0.0108695652173913
"136","al","Albania","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",108,"Translation & Localization",-0.054054054054054,-0.142857142857142,-0.0853658536585365,-0.0588235294117647,-0.0229885057471264
"137","al","Albania","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",110,"Events Services",-0.123456790123456,-0.0999999999999999,-0.0799999999999999,0.0142857142857142,0.0571428571428571
"138","al","Albania","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",123,"Outsourcing/Offshoring",-0.0599369085173501,-0.0361842105263158,-0.0269360269360269,0,-0.038095238095238
"139","al","Albania","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",135,"Mechanical or Industrial Engineering",0.0520833333333332,0.1,0.223529411764705,0.152173913043478,0.0769230769230768
"140","al","Albania","Europe & Central Asia","Upper middle income","R","Arts, entertainment and recreation",28,"Entertainment",-0.0999999999999999,-0.0202020202020202,-0.0594059405940594,-0.0425531914893616,0
"141","al","Albania","Europe & Central Asia","Upper middle income","R","Arts, entertainment and recreation",33,"Sports",0.086021505376344,-0.0421052631578947,-0.0229885057471264,0.0481927710843372,0.0595238095238095
"142","al","Albania","Europe & Central Asia","Upper middle income","R","Arts, entertainment and recreation",124,"Health, Wellness & Fitness",0,-0.0277777777777777,0.0192307692307691,0.0291262135922329,0
"143","am","Armenia","Europe & Central Asia","Upper middle income","B","Mining and quarrying",56,"Mining & Metals",-0.0394736842105263,0.0133333333333334,0.0256410256410255,-0.0240963855421686,0
"144","am","Armenia","Europe & Central Asia","Upper middle income","B","Mining and quarrying",57,"Oil & Energy",0.0759493670886075,0.0506329113924051,0.0121951219512195,0.0121951219512195,0.0379746835443037
"145","am","Armenia","Europe & Central Asia","Upper middle income","C","Manufacturing",15,"Pharmaceuticals",-0.0320855614973262,-0.0327868852459016,-0.0263157894736841,-0.0256410256410256,-0.0248756218905472
"146","am","Armenia","Europe & Central Asia","Upper middle income","C","Manufacturing",23,"Food Production",-0.0109890109890109,-0.108695652173913,0.0249999999999999,-0.0379746835443037,0.0129870129870128
"147","am","Armenia","Europe & Central Asia","Upper middle income","C","Manufacturing",52,"Aviation & Aerospace",0.0285714285714284,0.056338028169014,0.0138888888888888,-0.0547945205479452,-0.0285714285714285
"148","am","Armenia","Europe & Central Asia","Upper middle income","C","Manufacturing",53,"Automotive",0.103448275862068,0.170731707317073,0.0549450549450549,0.076086956521739,0.0416666666666667
"149","am","Armenia","Europe & Central Asia","Upper middle income","C","Manufacturing",112,"Electrical & Electronic Manufacturing",-0.0684931506849315,-0.0514705882352941,-0.0725806451612903,-0.0175438596491228,-0.00854700854700851
